2017-06-22	DEV-W2K8-089.wanda.cn	Microsoft Windows Server 2008 R2 Standard	6.1.7601.65536	64-bit	10.199.207.108	4 cores	4GB	VMware, Inc.		last boot2017-06-20 10:39:34Z	
2017-06-22	dev-w2k12-299.wanda.cn	Microsoft Windows Server 2012 R2 Standard	6.3.9600.0	64 位	10.199.207.113	4 cores	4GB	VMware, Inc.		last boot2017-06-20 09:26:12Z	
2017-06-23	DEV-W2K8-089.wanda.cn	Microsoft Windows Server 2008 R2 Standard	6.1.7601.65536	64-bit	10.199.207.108	4 cores	4GB	VMware, Inc.		last boot2017-06-20 10:39:34Z	
2017-06-23	dev-w2k12-299.wanda.cn	Microsoft Windows Server 2012 R2 Standard	6.3.9600.0	64 位	10.199.207.113	4 cores	4GB	VMware, Inc.		last boot2017-06-20 09:26:12Z	
